,Emotion,Text,Clean_Text
3210,Fear,약속 장소를 옮겨도 다들 비슷할 거 같애.,약속 장소를 옮겨도 다들 비슷할 거 같애.
3211,Sadness,산책도 좋은데 요즘은 시간이 안 나서 어떻게 될지 모르겠어.나도 머리 좀 식힐 겸 산책도 하고 싶어.,산책도 좋은데 요즘은 시간이 안 나서 어떻게 될지 모르겠어.나도 머리 좀 식힐 겸 산책도 하고 싶어.
3212,Sadness,이 회사 들어올 때 내가 얼마나 힘들게 들어왔는데. 여기서 그냥 끝내고 나갈 수가 없어.,이 회사 들어올 때 내가 얼마나 힘들게 들어왔는데. 여기서 그냥 끝내고 나갈 수가 없어.
3213,Sadness,친구 소개로 알게 되었던 사이야.,친구 소개로 알게 되었던 사이야.
3214,Angry,룸메이트와 자주 싸우게 돼.,룸메이트와 자주 싸우게 돼.
3215,Happiness,어 진짜 너밖에 없다. 너무 고마워.,어 진짜 너밖에 없다. 너무 고마워.
3216,Sadness,오늘 회사에서 전화가 와서 너무 화가 나고 짜증이 났는데 너한테 이야기하고 나니까 마음이 좀 풀렸어. 앞으로도 힘들면 너한테 이야기 할게.,오늘 회사에서 전화가 와서 너무 화가 나고 짜증이 났는데 너한테 이야기하고 나니까 마음이 좀 풀렸어. 앞으로도 힘들면 너한테 이야기 할게.
3217,Sadness,알겠어. 고마워.,알겠어. 고마워.
3218,Disgust,화장실에 누가 토 해놓고 안 치우고 그냥 가버렸어.,화장실에 누가 토 해놓고 안 치우고 그냥 가버렸어.
3219,Angry,어 그래야겠네. 정말 짜증나.,어 그래야겠네. 정말 짜증나.
3220,Sadness,다른 회사 또 지원해야지. 올해는 근데 끝났어.,다른 회사 또 지원해야지. 올해는 근데 끝났어.
3221,Sadness,이제 두 달 다 돼가. 하지만 잊을 수가 없어.,이제 두 달 다 돼가. 하지만 잊을 수가 없어.
3222,Angry,술 드시고 오실 때마다 엄마가 얘기하셨지. 하지만 미안하다고만 하시고 또 술 드시고 오셔.,술 드시고 오실 때마다 엄마가 얘기하셨지. 하지만 미안하다고만 하시고 또 술 드시고 오셔.
3223,Sadness,월급 날이 2주나 남았는데 생활비가 다 떨어져 가.,월급 날이 2주나 남았는데 생활비가 다 떨어져 가.
3224,Sadness,어. 빨리 정신차리고 준비하긴 해야 돼.,어. 빨리 정신차리고 준비하긴 해야 돼.
3225,Sadness,작년 대비 3배나 늘었대. 아무래도 코로나 때문인 것 같기도 해.,작년 대비 3배나 늘었대. 아무래도 코로나 때문인 것 같기도 해.
3226,Sadness,힘들긴 하지만 뭘 하긴 해야되겠지?,힘들긴 하지만 뭘 하긴 해야되겠지?
3227,Sadness,그러게. 왜 이렇게 무기력하고 하기가 싫은 건지.,그러게. 왜 이렇게 무기력하고 하기가 싫은 건지.
3228,Sadness,그래. 산책하는 것도 도움이 될 거 같아. 시간 내서 한 번 해봐야겠어.,그래. 산책하는 것도 도움이 될 거 같아. 시간 내서 한 번 해봐야겠어.
3229,Sadness,사람들의 기부로 운영되고 있는데 그거 마저도 요즘 코로나 때문에 많이 줄었대!,사람들의 기부로 운영되고 있는데 그거 마저도 요즘 코로나 때문에 많이 줄었대!
3230,Sadness,요새 계속 우울한 느낌이야.,요새 계속 우울한 느낌이야.
3231,Sadness,우리 아빠가 어제 또 다쳤어.	,우리 아빠가 어제 또 다쳤어.
3232,Sadness,갑자기 권태기가 왔다고 시간을 갖자고 그러면서 헤어졌어.,갑자기 권태기가 왔다고 시간을 갖자고 그러면서 헤어졌어.
3233,Angry,친구를 기다린 지 한 시간이 넘었는데 연락도 없고 올 생각을 안해.,친구를 기다린 지 한 시간이 넘었는데 연락도 없고 올 생각을 안해.
3234,Happiness,오늘 회사에서 전화가 와서 너무 화가 나고 짜증이 났는데 너한테 이야기하고 나니까 마음이 풀렸어. 앞으로도 힘들 때 너한테 이야기하고 풀게.,오늘 회사에서 전화가 와서 너무 화가 나고 짜증이 났는데 너한테 이야기하고 나니까 마음이 풀렸어. 앞으로도 힘들 때 너한테 이야기하고 풀게.
3235,Angry,얘기해 봤지. 잠깐 괜찮더니 요즘 또 그래.,얘기해 봤지. 잠깐 괜찮더니 요즘 또 그래.
3236,Fear,중요한 약속이라 미루기는 힘들 것 같아.,중요한 약속이라 미루기는 힘들 것 같아.
3237,Sadness,나 면접 또 떨어졌어. ,나 면접 또 떨어졌어.
3238,Sadness,밥맛이 없어서 아직 밥도 안 먹었어	.,밥맛이 없어서 아직 밥도 안 먹었어 .
3239,Angry,룸메이트와 너무너무 자주 싸우고 있어.,룸메이트와 너무너무 자주 싸우고 있어.
3240,Angry,늦을 때마다 이야긴 해봤지. 알았다고만 하더라고.,늦을 때마다 이야긴 해봤지. 알았다고만 하더라고.
3241,Fear,강남에서 보기로 했는데 요즘 코로나에 제일 위험하잖아.	,강남에서 보기로 했는데 요즘 코로나에 제일 위험하잖아.
3242,Sadness,싸운 적도 한 번 없고 성격 정말 잘 맞았어.	,싸운 적도 한 번 없고 성격 정말 잘 맞았어.
3243,Angry,이야기를 해도 그때 뿐이야 도대체가 듣지를 않아 화가 나고 있어 그래서.	,이야기를 해도 그때 뿐이야 도대체가 듣지를 않아 화가 나고 있어 그래서.
3244,Sadness,나는 잘하는 게 아무것도 없나봐.,나는 잘하는 게 아무것도 없나봐.
3245,Fear,아 이게 그 친구랑 진짜 시간이 안 맞아가지고 진짜 어렵게 맞춘거 거든.,아 이게 그 친구랑 진짜 시간이 안 맞아가지고 진짜 어렵게 맞춘거 거든.
3246,Angry,그러니까! 정말 화나 죽겠어!,그러니까! 정말 화나 죽겠어!
3247,Sadness,답답해서 그냥 나와서 걷고 있어.,답답해서 그냥 나와서 걷고 있어.
3248,Sadness,해피가 어제 세상을 떠났어.,해피가 어제 세상을 떠났어.
3249,Sadness,통장에 딸랑 2만원 남았는데 그걸론 교통비로도 부족해.,통장에 딸랑 2만원 남았는데 그걸론 교통비로도 부족해.
3250,Sadness,아직 이야기를 못 했어.,아직 이야기를 못 했어.
3251,Sadness,정부 보조금이랑 사람들의 기부로 운영이 되고 있는데 그것도 요즘은 힘들어졌대.,정부 보조금이랑 사람들의 기부로 운영이 되고 있는데 그것도 요즘은 힘들어졌대.
3252,Fear,나 내일 약속이 있는데 가도 될까?,나 내일 약속이 있는데 가도 될까?
3253,Sadness,그래. 산책을 한 번 해봐야될까? 지금은 하기가 싫지만.,그래. 산책을 한 번 해봐야될까? 지금은 하기가 싫지만.
3254,Sadness,남자친구가 갑자기 권태기가 왔다고 잠깐 떨어져 있자고 했어. 그런데 나중에 알고 봤더니 새로운 여자친구가 생겼더라고. 그래서 결국 헤어지게 됐어.,남자친구가 갑자기 권태기가 왔다고 잠깐 떨어져 있자고 했어. 그런데 나중에 알고 봤더니 새로운 여자친구가 생겼더라고. 그래서 결국 헤어지게 됐어.
3255,Sadness,그곳에 있는 대부분의 강아지들이 다 큰 아이들이었어. 정말 상처 받은 얼굴 잊혀지지가 않아.,그곳에 있는 대부분의 강아지들이 다 큰 아이들이었어. 정말 상처 받은 얼굴 잊혀지지가 않아.
3256,Sadness,술에 취해서 계단에서 넘어졌어.	,술에 취해서 계단에서 넘어졌어.
3257,Sadness,무기력증이 온 것 같아. 아침에 일어날 때도 힘들고 계속 해 오던 일인데도 일이 손에 잡히지를 않아. 정말 힘들어.,무기력증이 온 것 같아. 아침에 일어날 때도 힘들고 계속 해 오던 일인데도 일이 손에 잡히지를 않아. 정말 힘들어.
3258,Sadness,잘 모르겠어. 매일 아침에 일어나면 힘들어. 아무것도 하기가 싫어.,잘 모르겠어. 매일 아침에 일어나면 힘들어. 아무것도 하기가 싫어.
3259,Sadness,두 달은 지난 것 같아. 그런데도 아직 마음이 많이 아파.,두 달은 지난 것 같아. 그런데도 아직 마음이 많이 아파.
3260,Angry,약속 시간이 한참 지났는데도 친구가 안 와서 너무나 답답해서 친구한테 전화를 했어. 근데 전화를 안 받아. 너무 화가 나고 속상해!,약속 시간이 한참 지났는데도 친구가 안 와서 너무나 답답해서 친구한테 전화를 했어. 근데 전화를 안 받아. 너무 화가 나고 속상해!
3261,Sadness,나는 잘하는게 아무것도 없는 거 같아.	,나는 잘하는게 아무것도 없는 거 같아.
3262,Angry,룸메이트랑 너무 자주 싸우게 돼.,룸메이트랑 너무 자주 싸우게 돼.
3263,Sadness,머릿속이 너무 복잡해서 조금 걷고있어.,머릿속이 너무 복잡해서 조금 걷고있어.
3264,Sadness,나는 정말 잘하는게 없나봐.,나는 정말 잘하는게 없나봐.
3265,Angry,같이 청소 시간을 정해놓고는 그 시간만 되면 약속 있다고 나가버리는 거야.,같이 청소 시간을 정해놓고는 그 시간만 되면 약속 있다고 나가버리는 거야.
3266,Sadness,남자친구가 권태기가 왔다고 잠깐 떨어져서 지내자고 했어. 근데 나중에 알고 봤더니 여자친구가 생겼다고 헤어지자고 했어.,남자친구가 권태기가 왔다고 잠깐 떨어져서 지내자고 했어. 근데 나중에 알고 봤더니 여자친구가 생겼다고 헤어지자고 했어.
3267,Sadness,되게 예전부터 잡은 약속이라 미루기는 힘들 것 같아.,되게 예전부터 잡은 약속이라 미루기는 힘들 것 같아.
3268,Sadness,"오월달에 헤어졌으니까, 벌써 두 달 정도 되어가.","오월달에 헤어졌으니까, 벌써 두 달 정도 되어가."
3269,Angry,성격은 좋아. 털털하고 뭐 재미도 있고 그렇지만 청소를 안 하니까 내가 짜증을 내는 것 같아.,성격은 좋아. 털털하고 뭐 재미도 있고 그렇지만 청소를 안 하니까 내가 짜증을 내는 것 같아.
3270,Sadness,계단에 넘어지면서 허리만 다쳐서 다행히 생명에 지장은 없어 하지만 허리 치료 때문에 당분간 병원에 있어야 해.	,계단에 넘어지면서 허리만 다쳐서 다행히 생명에 지장은 없어 하지만 허리 치료 때문에 당분간 병원에 있어야 해.
3271,Fear,"그럴까. 약속 장소만 좀 옮겨볼까. 아, 근데 어딜 가도 사실 지금은 걱정돼.","그럴까. 약속 장소만 좀 옮겨볼까. 아, 근데 어딜 가도 사실 지금은 걱정돼."
3272,Sadness,요새 괜히 매일 기분이 우울해.,요새 괜히 매일 기분이 우울해.
3273,Disgust,다른 층은 눈치 보여서 못 가겠어.,다른 층은 눈치 보여서 못 가겠어.
3274,Sadness,나 결국 남자 친구랑 헤어졌어.	,나 결국 남자 친구랑 헤어졌어.
3275,Sadness,없어. 다들 너무 바빠.,없어. 다들 너무 바빠.
3276,Sadness,두 달 동안 그 회사만 생각하고 준비했잖아. 다른 회사 또 준비할 기력이 없어.,두 달 동안 그 회사만 생각하고 준비했잖아. 다른 회사 또 준비할 기력이 없어.
3277,Sadness,그저께 밤에 갑자기 의식을 잃더라고. 그러더니 어젯 밤에 끝내 세상을 떠났어.,그저께 밤에 갑자기 의식을 잃더라고. 그러더니 어젯 밤에 끝내 세상을 떠났어.
3278,Sadness,"냉장고에 반찬 조금 있고, 쌀도 조금 있어. 한 삼일은 버틸 수 있을 것 같아.","냉장고에 반찬 조금 있고, 쌀도 조금 있어. 한 삼일은 버틸 수 있을 것 같아."
3279,Sadness,우리 아빠 어제 또 다쳤어.	,우리 아빠 어제 또 다쳤어.
3280,Angry,맞아. 작고 귀여울 때는 예뻐서 키우고 싶다가도 다 크고 나면 귀찮아지는 거겠지.,맞아. 작고 귀여울 때는 예뻐서 키우고 싶다가도 다 크고 나면 귀찮아지는 거겠지.
3281,Fear,강남에 친구랑 약속이 있는데.,강남에 친구랑 약속이 있는데.
3282,Angry,음식물 쓰레기 같은 걸 잘 안 버려.,음식물 쓰레기 같은 걸 잘 안 버려.
3283,Fear,나 내일 약속이 있는데 그대로 가도 될까? ,나 내일 약속이 있는데 그대로 가도 될까?
3284,Angry,유기견 다큐멘터리를 봤는데 정말 책임감 없는 사람들 너무 싫더라.,유기견 다큐멘터리를 봤는데 정말 책임감 없는 사람들 너무 싫더라.
3285,Sadness,나 요즘 허리가 아픈 것 같아.	,나 요즘 허리가 아픈 것 같아.
3286,Sadness,프로젝트가 잘 안풀려서 그런 것 같기도 하고.,프로젝트가 잘 안풀려서 그런 것 같기도 하고.
3287,Sadness,응. 다행히. 생명에는 지장 없으셔.,응. 다행히. 생명에는 지장 없으셔.
3288,Sadness,한동안 정말 힘들고 바빴었거든. 최근엔 조금 쉬는 시간이 생기더니 갑자기 의욕이 상실된 거야.,한동안 정말 힘들고 바빴었거든. 최근엔 조금 쉬는 시간이 생기더니 갑자기 의욕이 상실된 거야.
3289,Sadness,무기력증인 것 같아. 한동안 엄청 바빴잖아. 눈코 뜰새 없었거든.,무기력증인 것 같아. 한동안 엄청 바빴잖아. 눈코 뜰새 없었거든.
3290,Sadness,나 면접 또 떨어졌어.	,나 면접 또 떨어졌어.
3291,Angry,약속을 잡을 때마다 약속 시간에 매번 늦어!,약속을 잡을 때마다 약속 시간에 매번 늦어!
3292,Sadness,상사한테 내가 만든 기획안을 제출했는데 잘못됐다고 처음부터 다 다시 만들어오래. 너무 속상해!,상사한테 내가 만든 기획안을 제출했는데 잘못됐다고 처음부터 다 다시 만들어오래. 너무 속상해!
3293,Angry,청소 시간만 되면 일이 있다고 나가.,청소 시간만 되면 일이 있다고 나가.
3294,Sadness,아니 이 회사가 공채로 시험 보는 마지막 회사였어 이제 더 이상 준비할 회사도 없어.	,아니 이 회사가 공채로 시험 보는 마지막 회사였어 이제 더 이상 준비할 회사도 없어.
3295,Sadness,기운이 없어도 바람 쐬러 나가기 눈치가 보여.,기운이 없어도 바람 쐬러 나가기 눈치가 보여.
3296,Angry,당연히 그럴 때마다 화를 내봤지. 하지만 이번 한번만 나간다고 하더니 매번 그러고 있어.,당연히 그럴 때마다 화를 내봤지. 하지만 이번 한번만 나간다고 하더니 매번 그러고 있어.
3297,Sadness,회사에서 엄청 혼났어.,회사에서 엄청 혼났어.
3298,Sadness,고등학교때 친구가 소개시켜줘서 3년동안 만났어.,고등학교때 친구가 소개시켜줘서 3년동안 만났어.
3299,Fear,술을 드시고 계단에서 넘어지셨나봐. 지금은 괜찮으셔.,술을 드시고 계단에서 넘어지셨나봐. 지금은 괜찮으셔.
3300,Angry,그래서 걱정이야. 그렇지만 갈 데 없는 애를 내보낼수도 없고. 조금만 더 이야기를 하고 지켜봐야지.,그래서 걱정이야. 그렇지만 갈 데 없는 애를 내보낼수도 없고. 조금만 더 이야기를 하고 지켜봐야지.
3301,Fear,아빠가 술을 너무 많이 좋아하셔서 술을 엄청 자주 드셔. 그래서 걱정이야.,아빠가 술을 너무 많이 좋아하셔서 술을 엄청 자주 드셔. 그래서 걱정이야.
3302,Fear,그래. 한 번 얘기를 해보긴 해야겠다.,그래. 한 번 얘기를 해보긴 해야겠다.
3303,Sadness,"컨디션이 괜찮은 날이 별로 없고, 진행하고 있는 프로젝트가 잘 풀리지 않아서 마음이 우울해.","컨디션이 괜찮은 날이 별로 없고, 진행하고 있는 프로젝트가 잘 풀리지 않아서 마음이 우울해."
3304,Sadness,프로젝트도 진행도 안되고 일도 잘 안풀리고 다 그래.,프로젝트도 진행도 안되고 일도 잘 안풀리고 다 그래.
3305,Fear,지금 물 마시면 화장실 갈 까봐 못 마시고 있어. 조금만 참아볼거야.,지금 물 마시면 화장실 갈 까봐 못 마시고 있어. 조금만 참아볼거야.
3306,Sadness,갑자기 남자친구가 권태기가 왔다고 잠깐 떨어져 있자고 했어. 그래서 그런 줄 알고 있었는데 나중에 알고 보니까 새로운 여자친구가 생겼더라고. 그래서 결국 헤어졌어.,갑자기 남자친구가 권태기가 왔다고 잠깐 떨어져 있자고 했어. 그래서 그런 줄 알고 있었는데 나중에 알고 보니까 새로운 여자친구가 생겼더라고. 그래서 결국 헤어졌어.
3307,Sadness,우리 아빠가 어제 또 다쳤어.	,우리 아빠가 어제 또 다쳤어.
3308,Sadness,해피가 어제 세상을 떠났어.,해피가 어제 세상을 떠났어.
3309,Sadness,아직 말씀 못 드렸지. 내가 말해주기만 기다리고 계실 것 같아.,아직 말씀 못 드렸지. 내가 말해주기만 기다리고 계실 것 같아.
3310,Sadness,엄마가 제일 힘들어하셔.,엄마가 제일 힘들어하셔.
3311,Sadness,부모님도 요즘 힘드시대. 나까지 말씀못드리겠어.,부모님도 요즘 힘드시대. 나까지 말씀못드리겠어.
3312,Sadness,술을 드시고 계단을 오르다가 넘어지셨어. 그래서 허리를 다치셔서 병원에 입원 중이셔.,술을 드시고 계단을 오르다가 넘어지셨어. 그래서 허리를 다치셔서 병원에 입원 중이셔.
3313,Fear,아주 중요한 약속이라 가야하는데.,아주 중요한 약속이라 가야하는데.
3314,Angry,친한 친구라서 말 못하겠어.,친한 친구라서 말 못하겠어.
3315,Fear,그렇겠지 나도 찝찝하기는해 그래 약속 장소를 변경해야 되겠어.	,그렇겠지 나도 찝찝하기는해 그래 약속 장소를 변경해야 되겠어.
3316,Sadness,"만난지 삼년 정도 됐는데, 정말 사이가 좋았어.","만난지 삼년 정도 됐는데, 정말 사이가 좋았어."
3317,Fear,나 내일 약속 있는데 그대로 나가도 될까?,나 내일 약속 있는데 그대로 나가도 될까?
3318,Sadness,엄청 자주 드시지 일주일에 다섯 번은 드시는 거 같아.	,엄청 자주 드시지 일주일에 다섯 번은 드시는 거 같아.
3319,Sadness,취미를 가져 보는 게 가장 좋을 것 같애.,취미를 가져 보는 게 가장 좋을 것 같애.
3320,Sadness,알았어. 해피랑 산책하는 시간을 좀 가질게.,알았어. 해피랑 산책하는 시간을 좀 가질게.
3321,Sadness,너무 실망스러워서 여기 저기 터덜터덜 걷고 있어.,너무 실망스러워서 여기 저기 터덜터덜 걷고 있어.
3322,Angry,오늘 친구를 만나면 약속시간에 지각하는 거에 대해서 이야기 좀 꼭 나눠봐야겠어.,오늘 친구를 만나면 약속시간에 지각하는 거에 대해서 이야기 좀 꼭 나눠봐야겠어.
3323,Sadness,나도 마음이 너무 답답해서 바람 좀 쐬고 싶은데 잘못된 기획안을 다시 만들려면 시간이 너무나 부족해.	,나도 마음이 너무 답답해서 바람 좀 쐬고 싶은데 잘못된 기획안을 다시 만들려면 시간이 너무나 부족해.
3324,Angry,습관이 맞지 않아도 청소는 하고 살아야지. 이야기를 해봤더니 알았다고 다음부터 하겠다고 하더니 또 나가고 있어.,습관이 맞지 않아도 청소는 하고 살아야지. 이야기를 해봤더니 알았다고 다음부터 하겠다고 하더니 또 나가고 있어.
3325,Angry,룸메와 너무 자주 싸우게 돼.	,룸메와 너무 자주 싸우게 돼.
3326,Sadness,아직 말씀 못 드렸어. 나보다 더 기대가 많으셨거든.,아직 말씀 못 드렸어. 나보다 더 기대가 많으셨거든.
3327,Sadness,좀 쉬었으면 좋겠다 나도 근데 쉴 수가 없어.	,좀 쉬었으면 좋겠다 나도 근데 쉴 수가 없어.
3328,Angry,청소 빼고 다른 건 다 잘 맞아. 그러니까 더 환장하겠어.,청소 빼고 다른 건 다 잘 맞아. 그러니까 더 환장하겠어.
3329,Sadness,응. 그러는 게 좋을 것 같아.,응. 그러는 게 좋을 것 같아.
3330,Sadness,그렇지않아도 선배가 커피 사 줘서 마시고 왔어.	,그렇지않아도 선배가 커피 사 줘서 마시고 왔어.
3331,Sadness,사귀는 동안 서로 성격이 너무 잘 맞아서 친구들이 천생연분이라고 했어.,사귀는 동안 서로 성격이 너무 잘 맞아서 친구들이 천생연분이라고 했어.
3332,Fear,나 내일 약속이 있는데 그대로 가도 될까?,나 내일 약속이 있는데 그대로 가도 될까?
3333,Sadness,응. 크게 다치긴 하셨는데 생명에는 지장없대.,응. 크게 다치긴 하셨는데 생명에는 지장없대.
3334,Sadness,나 면접 또 떨어졌어.,나 면접 또 떨어졌어.
3335,Angry,아빠가 술을 너무 많이 드시니까 가족들이 아빠의 건강이 걱정이 돼서 술 좀 적당히 마시라고 말을 했어. 그런데 우리 아빠는 우리 말을 전혀 듣지 않고 술을 엄청 많이 드셔.,아빠가 술을 너무 많이 드시니까 가족들이 아빠의 건강이 걱정이 돼서 술 좀 적당히 마시라고 말을 했어. 그런데 우리 아빠는 우리 말을 전혀 듣지 않고 술을 엄청 많이 드셔.
3336,Sadness,나도 너무 피곤해서 밖에 나가서 쉬고싶은데 해야할 일이 너무 많아서 그럴 수가 없어.,나도 너무 피곤해서 밖에 나가서 쉬고싶은데 해야할 일이 너무 많아서 그럴 수가 없어.
3337,Sadness,아니. 너무 잘 맞았지. 그런건 없었어.,아니. 너무 잘 맞았지. 그런건 없었어.
3338,Sadness,지금 하고 있는 일의 진도가 잘 나가지지 않으니까 일하고 싶은 마음도 사라지고 매일 무기력한 날이 늘어가고 있어.,지금 하고 있는 일의 진도가 잘 나가지지 않으니까 일하고 싶은 마음도 사라지고 매일 무기력한 날이 늘어가고 있어.
3339,Angry,약속 있어서 친구 기다리고 있는데 친구가 아직도 오질 않고 있어.,약속 있어서 친구 기다리고 있는데 친구가 아직도 오질 않고 있어.
3340,Sadness,취미 생활 지금 알아보고 있는데 뭘 해야 될 지 모르겠어.,취미 생활 지금 알아보고 있는데 뭘 해야 될 지 모르겠어.
3341,Disgust,어떻게 관리하시는 분한테 토사물을 치워달라고 해. 난 말 못하겠어.,어떻게 관리하시는 분한테 토사물을 치워달라고 해. 난 말 못하겠어.
3342,Sadness,3년 전에 친한 친구 소개로 만났어!,3년 전에 친한 친구 소개로 만났어!
3343,Sadness,응. 지금은 괜찮으셔.,응. 지금은 괜찮으셔.
3344,Sadness,응 갑자기 의식을 잃어서 응급실에 갔는데도 좀 나아지다 세상을 떠났어.	,응 갑자기 의식을 잃어서 응급실에 갔는데도 좀 나아지다 세상을 떠났어.
3345,Sadness,이따가 부모님이랑 같이 먹으려고.	,이따가 부모님이랑 같이 먹으려고.
3346,Sadness,아빠가 준비하고 계신대 이따가 가서 장례식을 해야지.	,아빠가 준비하고 계신대 이따가 가서 장례식을 해야지.
3347,Angry,일주일에 다섯번은 기본이고 어떤 때에는 일주일에 일곱번도 드실 때도 있어. 너무 술을 자주드셔.,일주일에 다섯번은 기본이고 어떤 때에는 일주일에 일곱번도 드실 때도 있어. 너무 술을 자주드셔.
3348,Sadness,아니. 월급날이 2주나 남았는데 생활비가 바닥이 난 거야.,아니. 월급날이 2주나 남았는데 생활비가 바닥이 난 거야.
3349,Fear,그러긴 하지 조금 찝찝하기는 해서.	,그러긴 하지 조금 찝찝하기는 해서.
3350,Sadness,나 취업에 실패했어.,나 취업에 실패했어.
3351,Neutral,그래. 얘기를 한번 해봐야겠어. 그래도 중요한 약속이니 만나야 하니까.,그래. 얘기를 한번 해봐야겠어. 그래도 중요한 약속이니 만나야 하니까.
3352,Sadness,서로 성격이 너무 잘 맞아서 싸운 적도 한번도 없었어. 그래서 헤어진다고 생각도 못하고 있었어.,서로 성격이 너무 잘 맞아서 싸운 적도 한번도 없었어. 그래서 헤어진다고 생각도 못하고 있었어.
3353,Sadness,아니. 아직 안 가봤어. 곧 가볼까 해.,아니. 아직 안 가봤어. 곧 가볼까 해.
3354,Sadness,그래 억지로라도 산책이라도 가봐야겠다.	,그래 억지로라도 산책이라도 가봐야겠다.
3355,Angry,말씀 많이 드렸는데 달라지는게 없으셔.,말씀 많이 드렸는데 달라지는게 없으셔.
3356,Happiness,해피랑 산책하는 시간도 좀 가져볼게.,해피랑 산책하는 시간도 좀 가져볼게.
3357,Sadness,유기견 보호센터를 찍은 거였거든. 그곳에 갇혀있는 유기견들의 눈빛이 아직도 잊혀지질 않아.,유기견 보호센터를 찍은 거였거든. 그곳에 갇혀있는 유기견들의 눈빛이 아직도 잊혀지질 않아.
3358,Sadness,올해만 벌써 다섯 번째야. 이번 대안으로 갈 데가 없어.,올해만 벌써 다섯 번째야. 이번 대안으로 갈 데가 없어.
3359,Angry,"퇴근한 지 얼마나 됐다고, 회사에서 또 전화 왔어.","퇴근한 지 얼마나 됐다고, 회사에서 또 전화 왔어."
3360,Sadness,내일까지 기획안을 제출해야해서 오늘 저녁에 다 완성해야할 것 같아. 아무래도 야근해야할 것 같아.,내일까지 기획안을 제출해야해서 오늘 저녁에 다 완성해야할 것 같아. 아무래도 야근해야할 것 같아.
3361,Angry,먹는거나 다른 것들은 거의 다 맞아 다만 정말 청소만 좀 해 줬으면 좋겠어.	,먹는거나 다른 것들은 거의 다 맞아 다만 정말 청소만 좀 해 줬으면 좋겠어.
3362,Angry,항상 자기가 먹고는 전혀 치우질 않아!,항상 자기가 먹고는 전혀 치우질 않아!
3363,Sadness,입맛도 없어. 이따가 저녁에 부모님과 같이 먹어야지. 그때 말씀도 드리고.,입맛도 없어. 이따가 저녁에 부모님과 같이 먹어야지. 그때 말씀도 드리고.
3364,Sadness,해피가 어제 세상을 떠났어.	,해피가 어제 세상을 떠났어.
3365,Sadness,같이 보증금을 대고 들어왔기 때문에 내가 보증금을 빼주지 않는 이상은 같이 살아야해.,같이 보증금을 대고 들어왔기 때문에 내가 보증금을 빼주지 않는 이상은 같이 살아야해.
3366,Sadness,응. 그게 좋을 것 같아.,응. 그게 좋을 것 같아.
3367,Sadness,기획안을 하라는 대로 대충 수정해서 주고 일찍 퇴근 좀 해봐야 되겠어.,기획안을 하라는 대로 대충 수정해서 주고 일찍 퇴근 좀 해봐야 되겠어.
3368,Sadness,"헤어진 지 두 달 정도 됐는데, 아직도 실감이 안 나. 남자친구가 금방이라도 전화를 할 거 같아.","헤어진 지 두 달 정도 됐는데, 아직도 실감이 안 나. 남자친구가 금방이라도 전화를 할 거 같아."
3369,Fear,지금 바이러스가 한참인 강남이야. 정말 무서운 곳이지.,지금 바이러스가 한참인 강남이야. 정말 무서운 곳이지.
3370,Angry,응. 생각보다 자주 있는 일이야. 저번에는 이마도 찢어졌어.,응. 생각보다 자주 있는 일이야. 저번에는 이마도 찢어졌어.
3371,Sadness,벌써 5번이나 떨어졌어 대안으로 들어갈려고 했던 것도 떨어졌어 이제 갈 만한 곳도 없어.,벌써 5번이나 떨어졌어 대안으로 들어갈려고 했던 것도 떨어졌어 이제 갈 만한 곳도 없어.
3372,Angry,약속이 있어서 친구를 기다리는데 친구가 아직도 안 와.,약속이 있어서 친구를 기다리는데 친구가 아직도 안 와.
3373,Sadness,2달 정도 되었어.,2달 정도 되었어.
3374,Angry,이곳에 도착한지 벌써 한시간이나 지나고 있어.,이곳에 도착한지 벌써 한시간이나 지나고 있어.
3375,Sadness,그래. 산책이나 좀 하러 가야겠다.,그래. 산책이나 좀 하러 가야겠다.
3376,Sadness,이번 달 완전 망했어.,이번 달 완전 망했어.
3377,Sadness,남자친구랑 마음이 너무 잘 맞았기 때문에 3년 동안 싸운 적이 한번도 없었어.,남자친구랑 마음이 너무 잘 맞았기 때문에 3년 동안 싸운 적이 한번도 없었어.
3378,Sadness,해피가 어제 세상을 떠났어.,해피가 어제 세상을 떠났어.
3379,Sadness,아니. 다들 갑작스러워서 가족들도 충격이 아직 많이 커.,아니. 다들 갑작스러워서 가족들도 충격이 아직 많이 커.
3380,Sadness,나는 잘하는게 하나도 없는 것 같아.,나는 잘하는게 하나도 없는 것 같아.
3381,Sadness,맞아. 우리한테 행복을 주고 떠났으니깐 해피도 좋은 곳으로 갔을 거야.,맞아. 우리한테 행복을 주고 떠났으니깐 해피도 좋은 곳으로 갔을 거야.
3382,Disgust,아침에 일어나서 씻으려고 화장실에 갔는데 바닥이랑 세면대에 토가 있어서 엄청 놀랐어. 토를 보고 났더니 속이 안 좋아.,아침에 일어나서 씻으려고 화장실에 갔는데 바닥이랑 세면대에 토가 있어서 엄청 놀랐어. 토를 보고 났더니 속이 안 좋아.
3383,Angry,유기견 다큐멘터리를 봤는데 사람들 너무 책임감이 없어.,유기견 다큐멘터리를 봤는데 사람들 너무 책임감이 없어.
