Emotion,Text
Fear,     おはよう です 全然 晴れ ない 寒い し ー 困り ます ね 〜 それでも ... 楽しく & 素敵 な 0 に
Fear,     追記 0 の は 韓国 の アイドル オーディション 番組 の です 。 どう て も セット が パクリ
Fear,     0分 で 終わる か どう か
Fear,     むぎちゃ ん 早い コタツ いえ ば 去年 も 速かっ た よ ね 出す の w でも わかる すごい 寒い ある ね
Fear,     これから の ・ 顔 の 寿命 は 次第 で 変わる ?! つけ て 深 睡眠 疲れ とり ウォーマー が 入荷 し て い ます 色 も 黒 ・ ネイビー ・ ボルドー の 種類 !!! 現代人 に 少ない 副 交感神経 を あげ て ぐっすり 睡眠 し ませ ん か ??
Fear,     やばい よ ね ́  ω  ` 外耳炎 は なっ た ある まだ 大丈夫 な ん だ けど 、 中耳炎 は こあ い 今日 、 日曜日 で 休み だ 明日 早退 さ せ て もらっ て 行く に する
Fear,     ももちゃん 蕁麻疹 か わ いそ ー
Fear,     なんてこった い σ
Fear,     お父ちゃん おはよう ござい ます その 通り です ● ˃̶͈̀ ロ ˂̶͈́ 0 ꠥ )) この 0 って あっという間に 、 過ぎ て しまい ます 本当に を する で も 無く 、 月日 だけ が 過ぎ て 行く って です もったいない です よ ね ● ˃̶͈̀ ロ ˂̶͈́ 0 ꠥ )) か 見つけ たい です
Fear,     お昼 買っ た のに 部屋 に 忘れ た
Fear,     so っ か ぁぁぁっ
Fear,     いつも なら ラッキー な 区間急行 今日 も 病院 な ので 各停 待ち まだ 慣れ ない の は ・ ・ エスカレーター の 左側通行 ついつい 左側 に 立っ て しまう
Fear,     難し な 科目 だ ね がんばれ 0
Fear,     胸 クソ 展開 です
Fear,     今日 また 詳細 発表 さ れる だろ 変わっ て たら 申し訳ない
Fear,     走っ て 間に合う の か ? 歩き だ と 0分 遅刻 ? 出発 を 勘違い ... 今日 は 座 学 の 、 慣れ ない バス と 電車 で 関内 まで 。 寝 た のに 電車 に 揺ら れ 眠い 乗り過ごし たら 完全 に アウト 頑張れ 笑
Fear,     渋滞 で 進ま ない 集合 に 間に合う よ ね ~ 間に合っ て
Fear,     推し です か !?
Fear,     まじ 〜 〜 〜 〜 〜 ts で た 瞬間 に ヲタク やん !! ニッコリ って 思っ た ん に !!
Fear,     新幹線 の チケット なく し た 最悪 だ 、 ほんと 萎える 。 。 軽井沢 なう 。
Fear,     体育祭 いい な ~ 団 いい な ~ あの に 戻り たい な ~。 どんだけ 楽しかっ た か 。 あの 0 やっ た は 0 で 後輩 を まとめ てる って 考える と が 経つ の は 早い や がんばれ ひ が もっ この
Fear,     腹 減り の 限界 値 を 超え た 痛い の か 単純 に お腹 痛い の か 分から ない
Fear,     怖い よ ねぇ も ホルモン まだ 未 体験 で w 絶対 楽しい 来週 頑張っ て き て ね
Fear,     こんな 美人 な 歯科衛生士 あたし むり ... 開け られ ない ...
Fear,     週刊紙 の あの 写真 、 き も かっ た
Fear,     イヌ を 飼う に なっ た 「 に する ?」 ↓ 「 ココア 色 し てる ココア 」 ↓ 0 経っ て 、 の ネーミング センス の 無 さ に 絶望
Fear,     僕 も ショック
Fear,     仕事 で やら れ た です ね
Fear,     今日 金曜 な のに ビビット 忘れ て た ... 毎朝 車 で て た のに もう 車 で ビビット 見れ なく なる 〜 0回 しか 送っ て もらえ ない 笑
Fear,     新学期 早々 やっ て しまっ た 。 始業式 は 制服 登 園 な のに 体操服 で 行か せ ちゃっ た 恥ずかしい 行きたくない って そりゃそうだ
Fear,     絵柄 が 優しい ありがとう ́ ; ω ;`
Fear,     押 したがり の 父さん ちなみに 香港 で は ベレー帽 の お 触り ng でし た 笑 友達 が 間違え て 触っ ちゃっ て 平謝り し て た 笑
Fear,     超獣 に なる と 石 が 無 い説
Fear,     まっ て ... 今年 の mswr 行こ う と 思っ て た のに しんのす 出 ない じゃん ...... まで ずっと 出て た のに 今年 に 限っ て ...............
Fear,     昨日 ピザ と パスタ 食べ た おでこ に ニキビ が ...
Fear,     えー 大丈夫 かぁ ! アロエ 塗っ た ? 鎖骨 とか ヤバイ
Fear,     頑張る ! ちょい だ
Fear,     寒 過ぎ ́ ・ _ ・ ` バス は 冷蔵庫 の に 冷え て い た
Fear,     大仁田 厚子 姐さん が 遅れる って 会社 に 電話 入れ て て 、 スマホ に でっかく 会社 の 出て て 勤め先 が わかっ て しまっ た !
Fear,     じ 、 事故 に を 付け ます ..
Fear,     なかなか すごい 性格 し て ます ね ...
Fear,     一気に 涼し なっ た な ~
Fear,     あららら 、 大変 です ね ! 行ってらっしゃい 〜 。
Fear,     投資 とか で 騙す も いる 恐い よ
Fear,     姫 さま 、 おはよう ござい ます る 。 松本 は もう 寒い くらい で ござい ます か ? 体調 に を つけ て 、 今週 も おもてなし 、 頑張っ て ください ませ 〜
Fear,     エー くん おはよう っ 。 この くらい の 雨 なら イ ける ! って を 出 たら ザーーー っと き て エー くん の で 晴らし て また 今日 0 週間 よろしく ね 。 この 土日 ジャケ写 み て 、 試聴 聞い て 過ごし て た よ
Fear,     重苦しい 月曜日 の 朝
Fear,     の はち ゃんとこもかのはちゃんもお 疲れ や で ノ д ` の 娘 は 少し の 咳 と 高熱 や なぁ ただ の 風邪 や と は 思う けど 、 が 熱 出 ない タイプ だ 0度 超える と ビビる
Fear,     昨日 は オトパ だっ た よ !! 個人的 に cz で レイン 出 た に 声 に なら ない 悲鳴 を あげ た わ レイン も オトパ に 来 て くれ ! オトパ の に スタバ よって 葡萄 の 飲ん だ ! うん ま だっ た !
Fear,     エニッシュ も オルト も 寄り 抵抗 し て みよっ か な モブ 増資 パターン きゃ
Fear,     花園 開幕 。 今日 の 東大阪 は かなり 寒い 応援 の 皆さん 、 風邪 ひか ない に 暖かく し て ください 。 は 出勤 し て き ます 。
Fear,     天才 は 変 な 多い よ ね あー ! 読ま れ た ね おめでとう ヾ 0 ╹◡╹ ノ \ 車 で 聞け て ラッキ 〜
Fear,     北海道 の 雪 大丈夫 です か ? お気 を つけ て 行ってらっしゃい ませ
Fear,     さすが に 0 まで 仕事 は 初めて です
Fear,     ひい ん おは たま 寒いね を 付け て ね 行ってらっしゃい いい 0 で ね ありがとう
Fear,     ひ ぇぇ ぇ 、 お疲れ様 です !
Fear,     おはよう ござい ます 今朝 は ちょっと 贅沢 し て ... カイザー の パン で 朝 ゴパン 雲 ない 青空 だけ だ けど ... 寒い 年末 & 年始 風邪 ひか ない に し て 今日 も 楽しく & 素敵 な 0 に # メゾンカイザー
Fear,     雪 って ゆうか みぞれ 降っ てる ! 寒い
Fear,     転倒 とか 怖 トムヒ は クリヘム が 大好き 0 ・ ̑ ◡ ・ ̑ 0 トムハ と クリ パイ の コンビ も 面白い です よ ね !
Fear,     おはよう ござい ます 。 大雪警報 出て た が 、 今朝 の 積雪 0cm でし た 。 風 が あり 寒い 。 爆弾低気圧 停滞 。 # イマソラ
Fear,     寒い
Fear,     国交 断絶 し 韓国 を 引き ましょ う
Fear,     まんが で わかる linux シス管 女子 の 内容 を ちょこっと ご 紹介 0 は の が 作っ た ファイル を 消す の お話 。 パーミッション って ~~ 詳しく は で →
Fear,     お前 に は 無理 か な
Fear,     え えっ な ん です か でも 無理 です よ ね 、 意識 ない は 制御 でき ない し 、 も 苦しい です し ... 怖い な 〜
Fear,     ミナモ 、 レポート ありがとう 雪 降り 始め た ね 。 いやー 寒 忙し だ 、 暖かく し て ね
Fear,     ほ 、 です か !! 怖い です 怖 過ぎ ます 。 鹿 も 出る らしい ので 、 を つけ ます ね 。
Fear,     一成 くん は 行っ て ない よ ね 合コン ← 早稲田 繋がり で
Fear,     合っ てる か 分からん けど 、 昨日 言っ て た人 の 顔 た 。 トプ 画 に し て はっ た ので ...... やはり 女性 です ね 。 ...... やめ て ほし 〜
Fear,     お盆 です 。 お盆 に 飾る ちょうちん 、 落とし て 、 少し 破け て し た ショック
Fear,     打ち たい 打てる と いい です ね 、 応援 し て ます 。 お盆 休み で 暇 だー
Fear,     ひ えっ まだ その 経験 は ない っす
Fear,     わー すみません ! 滅多 に リプ を 貰わ ない ので の 通知 に 埋もれ て しまっ て た ... 有難う ござい ます ! ロシアンブルー です 短 毛 です が 二重構造 な ので 、 ふわふわ です !
Fear,     # ootd . . . . あ 、 も こんな ポーズ で 撮っ て もらっ た かも って 、 顔 。 ← # ポーズ 音痴 . . . . wildlily vintage ... lily
Fear,     かわいそう だ そのまま に し てる w
Fear,     ひで ☆♪ おはよう ござい ます ひで ☆ ビッ です ね 阿波おどり ☆ に 行っ た です ね 昨日 は 海 に 行っ て 凄い です ね バイク で ツーリング いい です ね あ 〜 も 欲しい です ね daeg 飛ばし たい です ね ダメ です ね 空 の まで 飛ん で 行く かも ひで ☆♪ パワフル です ね
Fear,     大きな 雷魚 は 、 ヘビー カバー に いる ん だ なぁ デッカイ 音 で 0 発出 し た けど 、 のり まっ せん しか も 、 下手 ぴ な ので 、 攻め られ まっ せん
Fear,     グッズ どんな です か 誰か
Fear,     知ら なかっ た 教え て くれ て ありがとう
Fear,     お 経 を 、 お 唱え する しか ない !
Fear,     やば すぎ wwwwwwwwww この 時期 に 始め て 正解 だっ た www
Fear,     生写真 の やばい ね
Fear,     電車 まちがえ て ん けど !!! ゆず きもう つく ????
Fear,     ジャンガリアン キモッ !
Fear,     視力 が どんどん 落ち て き て 困る コンタクト は こわい
Fear,     生き物 飼う と たまに 被害 に 遭い ます ね でも 買っ た ばかり の tv ショック です よ ね 。
Fear,     しーちゃん 、 誕生日 だっ た の おめでとう ござい た
Fear,     の を 想う ってな ん な ん です か ね ? モヤモヤっと し た cm コピー で 覆い 被せ て キレイ に 飾っ た つもり で も 、 その シロ モノ は 嗜好品 ← 喫煙者 いわく の で 死亡 原因 第一位 この cm 画像 に は 喫煙者 に しか わから ない サブリミナル な で 吸い たく なる な 仕掛け が し て ある ん じゃ ? と 疑っ て しまう ...
Fear,     酷 すぎる 、 恥ずかしき 我が国
Fear,     あさから びちょびちょ だ
Fear,     ちょっと 待っ て ! あたし に 、 って シナジーダイエット かも ? って 教え て くれ た って どなた でし た っけ !? 調べ たら シナジー でし た
Fear,     は 股 擦れ 始まっ た
Fear,     朝 こんなに 溢れ てる ...
Fear,     あり 〜 〜 〜 の クラス 0 来 てる か 来 て 変化 くらい や けど
Fear,     ひふみん の 得意 な 曲 は ラブストーリーは突然に らしい
Fear,     朝 参っ た と 病気 の で お金 が 必要 に なっ て いく な 。 勿体ない けど nintendo switch 売る か な ~ だれ か フォロワー で nintendo switch 中古 買っ て くれ ない か な
Fear,     うわ 〜 、 雲 の に 突入 か 〜
Fear,     【 わかる ! と 思っ たら rt 】 アウトドア ♪ 笑顔 だ けど に し てる 、 お肉 を 焼く 熱気 、 陽射 、 焼きそば の 湯気 朝 仕上げ た メーク は どう なっ てる の ... # ダブル ウェア の 出番 ...
Fear,     0 の 0 / 0 0 の と 言う で 絆 打っ た ん です が 、 投資 0 で やっと bt 入り 0 位 出て 終わり 。 後で 冷静 に 考えれ ば グラフ 、 ヤメ !! ︎ だっ た のに 、 流さ れ 殆ど 飲ま せ て しまい た ⤵ ︎ ⤵ ︎ ⤵ ︎ ジャグ で か ウロウロ 。 も ペカ ら ず 負け た 。
Fear,     ひふみん が 出演 する の 知ら なく て 、 お母さん と 喋っ て たら ... 0  0 に 、 ひふみん 出演 し てる の 気づい た 急い で 録画 ボタン 押し た # ひふみん # スッキリ
Fear,     心拍数 ゃば ...
Fear,     途中 で マルチ に 出来 て キャンプ で 武器 変え れ て 、 、 画質 超 いい し 、 楽しみ まぁ 、 ついで に 、 日曜 の 試験 も 楽しみ
Fear,     おはよう ! 飛行機 乗っ てる に 腹 下し たら 地獄 だ なー 気をつけ !
Fear,     あるある です よ ね ......! 盗ま れ ない な らいい です けど 、 別に そういう ワケ じゃ 無い も 闇 だ と 思い ます
Fear,     おはよう ござい ます 。 今日 は 息子 下校 が 結構 天気 悪 を つけ て 帰っておいで ー
Fear,     停電 の 原因 分かっ た 大きな 松 が 倒れ て 電線 0本 切っ た らしい 冷凍庫 の 食料 溶ける だろ う な
Fear,     で バイト 始め て 0 経つ けど 、 未だ バイトの日 に 雨 降っ た ない けど 今週 で も 終わり
Fear,     0 0 0回 って 聞い た めちゃくちゃ 萎え た も 明日 は パンドラ 引く 大 勝利 確定 し てる
Fear,     を 重ねる って www 言う て おん に そんな いって ない です よ ね ? も 困り ます ! ひろお ん に が ライブ に 行け なく なっ たら ひ ょぬさん 悲しみ ます し も 悲しい です も ! は 心配 すぎ て 健康 健康 を
Fear,     最後 の の コメント に あっ た に 、 もう少し 早かっ たら 巻き込ま れ て た かも ? 怖い ; ゚ д ゚ ガクガクブルブル ...
Fear,     0 気配 0 って
Fear,     おはよう ござい ます あんなに 暑い が 続い て た のに 今日 は ちょっと ひんやり がんばろ 〜 通学 乗り過ごさ ない に ね
Fear,     ま ー みちゃ ん ́ • ̥̥̥ ω • ̥̥̥ ` そ ー な ん だ よ !! お祓い し た のに ′; ω ;` まだ なんか 取り 憑 いてる か な
Fear,     ごめんなさい メニュー に 制約 が ある ん です ね 大変 だ けど がんばっ て 下さい ね
Fear,     ヒュー 0 だって 倍 じゃん ! ブラピ の 倍 とか カオス !!
Fear,     え ぇ ?!?! ショック
Fear,     今日 の お 弁当 半月 焼き 、 酢鶏 、 椎茸 の 含め 煮 、 練り と さやえんどう の 炊 いたん ※ 今朝 も 朝 雨 かぁ ... 小寒い 風邪 ひく わ って 引い て られ ... さあ 〜 仕事 0 ᐛ و する ぞ 〜 # お 弁当 # 昼ごはん # twitter 家庭料理 # 日本 自炊 協会 江西 支部 # お 腹ペコ リン
Fear,     乗り換え ちゃう ん です か
Fear,     を 世間 に 広め ない と 、 、 0 の 野村 の ツイート を 読ん で 、 【 言 や の カナ 】 の 0 巻 は 出 ない の か ? 出 ない の か ?? 出 ない の か ??? と 待ち 続け て いる ファン の は いまだに おら れる と 思い ます 。 も さっき まで だっ た ので
Fear,     えっ な ん です か .. 怖い ..
Fear,     初めて 職場 の 朝 の まか ない を 任さ れ て 作っ た よ with 板前 の おじいちゃん し お なんか 、 が 作っ た の 美味しく な さ だ ね ... 板前 作っ た 本人 が そんな ん じゃ だ ! が 作っ た は 美味しい ! と 思っ て 人前 に 出さ ない と 、 料理人 は 務まら ない ぞ ! し お 料理 に なら ない よ
Fear,     同級生 line グループ が 憂鬱 で 仕方 ない 。 現実 突きつけ られる www 名字 が 変わっ てる し アイコン 子供 や し なんて まだ 光一 ! とか 言う てる プラス 0歳 の 男の子 に きゃっきゃ し てる なんて 、 、 、 やっ て ん やろ って 。 に 後悔 し て ない し むしろ 楽しい ん や けど ね !
Fear,     ん っ
Fear,     御堂筋 の サラリーマン 太郎 膝 に 強め の プレッシャー かけ て くる 戦 や
Fear,     0 、 とうとう 大阪 行く ぞ わっ ほ ~~~~~ い !!!! ́ ; ω ;` 女神 に 会える ん だ よ ッ ふ ぅ う ~~~~~~~~~~~! ́ ; ω ;` と 引き換え なら 、 この どんな 地獄 も はぁ くいしばっ て 耐え て やら ぁ !!← 大丈夫 ? 沖田総悟 と 位 打たれ弱い やん ?
Fear,     風邪 ひい て 寝込ん で た せい で ボード の ハード 0分 位 だけ な のに ヘトヘト 来週 の オーシャン マン 不安 で しか ない
Fear,     この ま え めっちゃ まわし て 闇 た ガチャ じゃん
Fear,     今朝 寝ぼけ て コテ キープ ウォーター と まとめ 髪 ウォーター を 間違え て 毛 に スプレー し まくっ て 毛 が すごく ウェット に なっ て しまっ た つらい ... そういう スタイリング も ある けど 違う ん だ は サラサラ に し た かったん だ
Fear,     今日 は なんだか 肌寒い ・ ・ ・ 寒暖 の 差 に を 付け て お過ごし ください !
Fear,     朝 悲報 ... ...
Fear,     ピロシキ め っ っ っ っ ちゃう ま
Fear,     餅 ??? 絶対 美味しく ない
Fear,     【 ネロ 】 暴君 ネロ として 知ら れ て いる ローマ帝国 0 代 皇帝 。 実母 で ある 小 アグリッピナ を ウザ い という 理由 で 殺し 、 キリスト 教徒 を 片っ端から なぶり殺し に し た という 悪行 が 有名 だ が 、 究極 は 、 0  妻 を 殺し た に 奴隷 を 去勢 さ せ て 結婚 し 、 妃 に し た 0  の 奴隷 と 女装 し て 結婚
Fear,     ちび じゃ ない です よ 、 、 、
Fear,     、 また 今度 か な 笑 この ガキ 煩い と 思っ たら 全然 ミュート し て 下さっ て 構い ませ ん ので 、 フォロー 外さ れる の だけ は 勘弁 し て ください
Fear,     の 部屋 の インターホン 壊れ とる ん じゃ けど 今日 み た 夢 は を 直す に お隣 の インターホン を 外し て を 参考 に 直し て バレ ない に また 付け に 行く っていう しょ ー も ない けど ハラハラ する 夢 。 しかも ゾンビ だらけ
Fear,     line は マジで 怖い な
Fear,     やっぱ だ よ ね !? あの 痛 さ に 慣れる なんて ある の か ...
Fear,     お 友だち の インスタ も て い ます ...
Fear,     え ーーー ?! まじ ぃ ~~
Fear,     風邪 画面 越し に うつし ちゃい た すみません t - t
Fear,     録画 する の 、 忘れ た ...
Fear,     えっ 、 もう バス パウダー 危うい の ?
Fear,     えっ 怖い
Fear,     おは よおー gw の コンビニ へ ばいと いってき ぃ
Fear,     めっちゃ 重症 さ !! お 大事 に
Fear,     ソラシド の 到着 って 国際空港 な ん だ 初めて 知っ た
Fear,     ひ ぇ 〜 〜 ひどい
Fear,     笑い の センス なんて ない て や でも 嬉しい ♡ ありがとう ♡
Fear,     聴き ながら 寝 ちゃっ て 起き たら 0%
Fear,     ありがとう 結菜 戦争 、 、 、 覚悟 し て おく まだ ヤキモチ 妬い てる の は て ない けど 、 赤ちゃん たり 抱っこ し たく て 仕方 ない って か な ひなた どう ??
Fear,     おはよう ござい ます オーラス の に 慌て て て 、 男性専用 予約 し て た 笑 すぐ に の ホテル 取り た けど
Fear,     大変 な が 発覚 寺 貫 0 録画 に なっ て ない なぜ なぜ ? 再放送 ある っけ
Fear,     ぜひ 笑 去年 は 走っ た けど 今年 は お 休み 見る だけ でも 楽しい よ
Fear,     おはよう ー ! も 筋肉痛 で ギシギシ ; ́ д ` 絶対 今日 で は ひやっと しそう !
Fear,     ヤベー が おる トートバック の 持ち に 紐 で ハサミ 結 わき付け て チャーム に 外側 に 出し てる よ 。 しかも 、 ハサミ は 開い て 刃 が 出 てる 。 あー 、 写真 撮っ て に 見せ たい w
Fear,     すご 、 かっこよお しゃん
Fear,     やばい し 怖い すっぴん 丸 の 自撮り で も ええんや で ??
Fear,     出かけよ う と し た けど 雪 が 凄 すぎ て どう しよ しかも めっちゃ 寒い よ
Fear,     ほろう って 方言 な の !?
Fear,     むっちゃ 寒い
Fear,     申し訳ない です 意識 を 失っ て おり た ......
Fear,     まんば 死ぬ 死ぬ 笑
Fear,     でも 天才 や ← テスト とか なんとか いける っしょ ! 精神 出 て き て やばい ...... ね 〜 〜 番 し たい 〜 〜 そっか 社会 に 出る の か !!!! なかなか 会えん く なる おたま 尊い ポイント と 富田 尊い ポイント 押さえ て くれ てれ ば
Fear,     こ 、 怖い ... ベランダ ガタッ て 音 が し た ので たら 屋根 氷 の 塊 が 落ち て 来 て た 屋根 の 雪 は 下ろせ ない が 氷 に なっ て 落ち て 来 た ん だー 頭 に 直撃 し たら 大変 皆さん も お気 を 付け 下さい ね 〜
Fear,     なるほど ... では 睡眠 剤 で 済ませ ます か
Fear,     社畜 と 非 社畜 の 某 会社 の 非 社畜 は 前日 0時 労働 し た 0時 に しか 出社 し ない 午前中 仕事 あっ て も 休む 糞 トップ が 仕事 やれ ば 済む 社畜 通常 どうり 出社 アーメン 我ら ボヤキ 隊
Fear,     ほんと だ よ ね 〜... 部署 は 入っ て 変わっ て ない ん だ けど 、 取り扱い 案件 を まとめ てる が 変わっ ちゃっ て 今日 も 元気 に インフル 疑惑 の ある 咳 を 撒き 散らし て て げんなり だ よ 〜 でも 会社 は ホワイト 寄り だ ありがたい www ちゃんと 雪 の も 帰宅 指示 出 た し
Fear,     由美 おはよう ござい ます - 0 ° C ... 生き られ ない ... は - 0 ° C スタート の 予想 最高気温 - 0 ° C です 。 こないだ の 寒波 より 強い 寒波 だ と 思っ て - 0 ° C を 覚悟 し て た ん です が 、 まで 下がら なかっ た 菊地 が 選ば れる の は 嬉しい けど 、 また 無理 し て 膝 が 痛く なる ん ぢ ゃないかと 心配 だ よ ~
Fear,     うーん デスク の 周り が 小便 くさい 誰か 漏らし た の か な
Fear,     補填 は わりと どう でも いい ん だ けど 、 が 減ら ない を ただ 祈る のみ
Fear,     おはよう ござい ます 今日の天気 は 、 削除要請 と 違っ て 曇り空 雨 は 降ら ない と の です が 、 後々 崩れ て 明日 は 、 雨 降る ん だろ う なぁ 今日 まで は 、 何とか 大丈夫 今日 も 、 気合い 入れ て 頑張り ましょ う
Fear,     雨 予報 出 てる のに も 傘 持っ て ない よ
Fear,     味噌汁 ?! まずい なら ルー 変え な よ ww とろける カレー とか 0円 くらい で 売っ てる 絶対 不味い 手出 し た ない ww
Fear,     完璧 なる 二日酔い
Fear,     かろうじて 駅 動い てる けど ... 朝 の 準備 に は 間に合い も ない
Fear,     いらん お土産 貰っ て しまい た ね ...
Fear,     ガチマ する は を つけ て ね 、 取り押さえ られ てる に ヤグラ 進ん じゃ うから
Fear,     より も さく ! ピンク
Fear,     おは よー です 今日 は お天気 ダメ です ね ... 洗濯 物 出し て み た けど 雲行き が 怪しい 来週 は いとさん とこ も 体育祭 な の ね は 水曜日 だ けど ... 天気 が 微妙 お互い 晴れる と いい なぁ
Fear,     そ ー なんか なあ ? か ほんま 反抗期 で パパ の しか 聞か ん し イヤ イヤ で 参る わあ 男の子 の が イヤ イヤ 期 は 激しいっ て 言わ れ た ん や けど か の どう ?
Fear,     そや ねん 声 おかし なっ たり なー ! また も 気をつけ ないと や ! 鼻水 と 顔 周り ? が やばい かも あー りーがー とー お ー ゆきの お 誕生日 まで に は ある程度 直し たい ́ ; ω ;`
Fear,     デンカツ の 灯 と共に 動き が 鈍り ます 。 。 。
Fear,     が 確実 に 近付い てる ... 足音 が 聞こえる ...
Fear,     大丈夫
Fear,     はじめまして ...! 体調 すぐれ なかっ た の です ね ... 万全 な 状態 に なっ たら 、 また 戻っ て き て ください !!! 征 々 の イラスト は もちろん ツイート も 楽しま せ て 頂い て た ので 、 戻っ て くる の を 心から お待ち し て ます ...!!! お 大事 に
Fear,     さりー こわーい # 佐藤 里奈 # さりー # ファイターズガール
Fear,     たぶん そうかな 似 た が い た の か ね !
Fear,     入院 ? 大丈夫 ?
Fear,     おは よ ござ ます ! 昨日 書き かけ で 寝 ちゃっ た カラ まつ ぅ ー 。 が し た かったん だ あたし ... 疲れ て ん の かな で は 行っ て き まーす !
Fear,     なおる ある かも しれ ん けど 、 、
Fear,     困っ た は 、 親 、 いとこ 、 親戚 に 相談 する が 、 お前 が 悪い 、 お前 が 悪 いと口 を 揃え て 言う 。 も 味方 が いない 状態 に なる 。 さっき の 知り合い の 患者 が ゾンビ の に 追っ て くる 。 そこで が 覚める 。 はい 、 こんな 夢 な んで 一晩 で 0 つも 嫌 な 夢見 なきゃ なら ん の
Fear,     疲れ が 出 ちゃっ た お 大事 に ね
Fear,     は とても ショック です ね ... 日本 で こんな 対応 さ れ たら 大炎上 です よ ね w また 、 フランス が 雑 な の は だけ で なく 自動販売機 も でし た 笑 友人 が お金 を 入れ て ボタン を 押し て も 商品 が 出 て こ ず 、 返金 も さ れ なく て 泣く泣く 諦め て い た ...
Fear,     なんか ブレブレ すぎ て て 、 意味 不明 です ね ... 設定 を いちいち 変える 意図 も 見え ない し 、 ただただ 振り回さ れ てる だけ な の が 人気 が ある ジャンル な だけ に 、 そんな ブレブレ なのっ て 炎上 し かね ませ ん ね 。 離れ て しまわ れる くらい な ので その 繰り返し に 花柄 疲れ ちゃっ た ん です ね ;_;
Fear,     えっ !?、 口内炎 を 放っ て おく と ... が 、 ガン に なっ たり する が ある の ぉ 〜\\ ☆ o ◎ / マ 、 マジ か ~ 󾀄 ← 初めて 聞い た 凄く ビックリ し てる 󾬆 に 心配 だ よ ね 󾌼󾌤󾍁 あら ま 〜!!!、 お 大事 に ね 〜 分かる ~ × 0 !!!、 寝不足 の とか ね 󾍄
Fear,     最後 の 0 凸 めんどくさ すぎ て ヒッヒ 使っ ちゃお う か な とか 悪魔 な 発想 が 浮かん で しまっ た し ない けど
Fear,     おはよう ござい ます 朝 大変 です ね お 大事 に
Fear,     rt え ~ ふぁ ぼ 魔 や のに ! し まくっ てる よ ふぁ ぼ rt ! もしかして まで 不具合 あっ て も デジタル おん ちや し で 気づか ん かっ た 、 とか あっ たら 怖い なー えー どう すれ ば いい ん だ 控えめ に ふぁ ぼら ない と ? えー --;
Fear,     フォロバ の 速度 が ..
Fear,     わ〜 〜 ゆ ゆりん 久々 / _ ; 保存 さ れ て し また こんな の できる の 画像 の だけ だ けど ね 、 、 笑
Fear,     考え たく ない の に 考え 続け て いる けれど あの 睨み付け オバハン 、 何らかの スタッフ ちゃう か なぁ ??? 送迎 の おっちゃん ええ が 来 たら 裏口 に 回っ て 壁 を 睨ん で た の よ ねぇ ......。 利用者 で は 絶対 に 無い し 。 会話 も 『 ○ ○ の 食事 が どうのこうの 』 と 、 言っ て た し 。 やっぱり 気色 悪い なぁ
Fear,     かびるんるん わさわさ ... ちなみに ふりかけ 、 犯人 は 娘 でし た プリキュア ふりかけ 、 もう 買わ ん ぞ
Fear,     オフシーズン は で !!! 寂し さ を 紛らわす 笑 初 スラダン 古本 だ かなり ... 読ん でる と が 痒く なる ... けど 読む !
Fear,     です ! いつものように 立っ てる なー と 思っ たら に 向かっ て ヨチヨチ 歩い て 来 た ん です よ
Fear,     aaa の 富士急 の の ライブ 久々 に てる けど アクロス の かい らし た ! それにしても こん の 女神 は 最強 に かわいい 。 この ライブ は 行っ て ない けど 空間 に いたく て 富士急 行っ た ← ふじや ま 乗り ながら 見え ない か な とか 言っ て た けど 普通 に それどころ じゃ なかっ た
Fear,     朝 起き て 体調 が 良く なっ た と 思っ た のに 、 会社 に 着い たら 急 に 体調 悪く なっ て な んで や ! 笑
Fear,     まぬけ な ん だ よ ね .. 最近 特に 細心 の 注意 を 払っ て 、 気をつけ まする
Fear,     ほど スニーカー に しよ う と 思っ た のに パンプス で 家出 て しまっ た
Fear,     こっ わー by くみ
Fear,     ちょっと は 寝 てる の か な ? 新曲 の フリ を れ た が 一番 ワクワク する ので 楽しみ です !!!
Fear,     台湾 ワンマン おめでとう ✧ \\ °∀° / ✧ 台湾 で 人気者 の 彩ちゃん * ଘ 0 * ˊᴗˋ 0 * ੈ ✩‧+ ̊ 昨日 は ああ 言っ た けど この ひょっ として ... 至急 予定 確認 し て くる !、、
Fear,     小出し で mhw の 情報 が と 入っ て き ます が 聞けば聞くほど やる気 が 失せる ?! の は だけ だろ う か ? mhf 移住 を さ せる で も 無 さ な ・ ・ 多分 当分 は 様子見 です ねぇ 運営 は mhf を 辞め させ たい の か あるいは コンテンツ で 住み 分け し たい の か ? ある意味 挑戦 ?! な の か な
Fear,     言う て 今年 の 0 軍 公式戦 の 観戦 は 0 勝 0 敗 な んで 、 そんなに 酷く ない っす けど ね 笑 東京ドーム の 0 勝 が なかっ たら ヤバ かっ た です チーム に も 今日 は 負け られ ない です 、 ディクソン の 好投 に 期待 する しか ない です ね ...!
Fear,     よね ! 最初 減ら ない だ と 思っ て た し ..← 罠 な の ?! w こうゆう 仕様 の の ゲーム も ある ん です か ../ ^o^ \\ w
Fear,     戦争映画 って 結構 むごく て 終わっ た に 気分 が 沈ん じゃ うから 少し 苦手 な ん だ よ ね ... いい の は とっても いい ん だ けど ね !! ハクソーリッジ は プライベートライアン 並 って 書い て ある し ダンケルク は たい ん だ けど なぁ 博士と彼女のセオリー は に なっ て た けど まだ 観れ て ない 絶対 観る わ
Fear,     お袋 の パソコン で 起き た
